customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03903,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.48,535.17,1
CUST-03904,Male,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.12,554.37,0
CUST-03905,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.09,5589.82,0
CUST-03906,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,76.6,1807.09,0
CUST-03907,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.72,335.07,1
CUST-03908,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.23,1392.98,0
CUST-03909,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.51,387.91,1
CUST-03910,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.84,623.5,0
CUST-03911,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,37.62,610.07,0
CUST-03912,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.41,709.13,1
CUST-03913,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.01,865.37,0
CUST-03914,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.02,1085.3,0
CUST-03915,Female,1,No,No,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.92,509.73,1
CUST-03916,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.13,1240.38,0
CUST-03917,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.42,57.22,1
CUST-03918,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.57,522.83,1
CUST-03919,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.1,232.75,1
CUST-03920,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.06,203.54,0
CUST-03921,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),76.83,954.47,0
CUST-03922,Female,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.23,191.57,1
CUST-03923,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.16,1260.99,1
CUST-03924,Female,1,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,63.02,1321.75,1
CUST-03925,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),62.26,1106.93,0
CUST-03926,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.95,739.73,0
CUST-03927,Male,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.73,1289.15,1
CUST-03928,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),67.31,2142.91,1
CUST-03929,Female,1,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,59.82,2441.01,0
CUST-03930,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,473.64,0
CUST-03931,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.39,4621.74,0
CUST-03932,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.76,7835.0,1
CUST-03933,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.96,179.31,0
CUST-03934,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,73.13,659.9,0
CUST-03935,Female,1,No,No,64,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.07,4384.35,0
CUST-03936,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.1,55.49,1
CUST-03937,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.91,2427.59,0
CUST-03938,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.09,1352.97,0
CUST-03939,Male,1,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.86,2888.5,0
CUST-03940,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,66.6,204.38,0
CUST-03941,Female,0,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.87,2947.66,0
CUST-03942,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.06,303.19,0
CUST-03943,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.43,1831.91,0
CUST-03944,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.65,489.91,0
CUST-03945,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.91,543.85,1
CUST-03946,Male,0,No,Yes,43,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,56.58,2406.43,0
CUST-03947,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,160.15,0
CUST-03948,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.72,354.72,1
CUST-03949,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.06,77.61,1
CUST-03950,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),79.18,1733.43,0
CUST-03951,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.73,5197.54,0
CUST-03952,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,72.38,735.85,1
CUST-03953,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),70.18,71.85,1
CUST-03954,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.78,2657.43,0
CUST-03955,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.81,29.88,1
CUST-03956,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,466.2,1
CUST-03957,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,259.7,0
CUST-03958,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.39,1101.09,0
CUST-03959,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.52,298.99,1
CUST-03960,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,18.0,51.4,0
CUST-03961,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.77,3039.08,1
CUST-03962,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.1,589.44,0
CUST-03963,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,904.72,0
CUST-03964,Female,1,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.34,1044.33,0
CUST-03965,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,56.0,393.84,0
CUST-03966,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.35,4200.52,0
CUST-03967,Female,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,76.03,394.73,1
CUST-03968,Female,1,No,No,51,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,78.56,4060.94,0
CUST-03969,Female,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,52.15,881.13,1
CUST-03970,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.18,305.64,1
CUST-03971,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,1496.99,0
CUST-03972,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.05,4104.81,0
CUST-03973,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.5,586.71,0
CUST-03974,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.12,533.49,0
CUST-03975,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,86.34,6462.14,0
CUST-03976,Male,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.35,646.21,0
CUST-03977,Female,1,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.82,456.65,0
CUST-03978,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,50.59,882.75,0
CUST-03979,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.24,4342.08,1
CUST-03980,Female,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.96,1351.56,0
CUST-03981,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.97,5654.75,0
CUST-03982,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.68,586.35,0
CUST-03983,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,63.62,2341.16,0
CUST-03984,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.43,148.97,0
CUST-03985,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.54,3189.63,0
CUST-03986,Female,1,No,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,478.74,1
CUST-03987,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.02,591.12,1
CUST-03988,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,80.5,2790.96,0
CUST-03989,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.01,214.09,0
CUST-03990,Female,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,67.2,840.8,0
CUST-03991,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),71.85,1130.89,0
CUST-03992,Female,0,No,No,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),46.09,2252.38,0
CUST-03993,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.48,259.0,0
CUST-03994,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.83,83.54,0
CUST-03995,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,70.95,432.88,0
CUST-03996,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,68.41,1889.5,0
CUST-03997,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.49,19.85,0
CUST-03998,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.61,2602.6,1
CUST-03999,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.01,5749.52,0
CUST-04000,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.83,517.69,0
CUST-04001,Male,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.48,838.39,0
CUST-04002,Male,1,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.11,732.71,0
CUST-04003,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,56.06,624.29,0
CUST-04004,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,412.1,0
CUST-04005,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,87.59,2093.02,1
CUST-04006,Female,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.38,4936.46,0
CUST-04007,Female,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,64.05,4341.24,0
CUST-04008,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,96.17,7149.37,0
CUST-04009,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.46,6488.13,0
CUST-04010,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.59,388.69,1
CUST-04011,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.14,112.2,0
CUST-04012,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,100.34,1691.63,1
CUST-04013,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.9,2330.97,1
CUST-04014,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.34,855.57,1
CUST-04015,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1220.37,0
CUST-04016,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.31,987.89,0
CUST-04017,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,94.49,3135.16,0
CUST-04018,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.62,46.01,0
CUST-04019,Female,1,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,68.09,409.29,0
CUST-04020,Female,0,No,Yes,17,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),46.35,751.85,0
CUST-04021,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.55,1917.83,0
CUST-04022,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,97.07,1233.86,1
CUST-04023,Female,1,No,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.27,2090.46,0
CUST-04024,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.48,3829.73,0
CUST-04025,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,52.13,486.01,0
CUST-04026,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,75.28,383.7,0
CUST-04027,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.38,1293.99,1
CUST-04028,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.06,1877.78,0
CUST-04029,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.8,5792.73,0
CUST-04030,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.95,22.72,1
CUST-04031,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),57.12,957.45,1
CUST-04032,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),93.33,1050.66,0
CUST-04033,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.32,647.65,0
CUST-04034,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),48.99,49.28,0
CUST-04035,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),61.4,2378.27,0
CUST-04036,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,81.22,1685.92,0
CUST-04037,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),91.85,3479.68,0
CUST-04038,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.49,1844.28,0
CUST-04039,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.93,422.99,1
CUST-04040,Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),51.96,3646.39,0
CUST-04041,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.41,489.86,1
CUST-04042,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.87,395.24,1
CUST-04043,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.69,544.68,0
CUST-04044,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.73,3096.02,1
CUST-04045,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.64,698.3,0
CUST-04046,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.91,462.11,0
CUST-04047,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),74.53,605.74,1
CUST-04048,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.17,247.4,1
CUST-04049,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),98.06,796.45,0
CUST-04050,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.15,4239.09,0
CUST-04051,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.5,1172.57,0
CUST-04052,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.92,351.9,0
CUST-04053,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.56,73.9,0
CUST-04054,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,111.0,346.69,1
CUST-04055,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.29,687.95,0
CUST-04056,Female,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,46.24,2433.06,0
CUST-04057,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,65.06,814.57,0
CUST-04058,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,57.38,349.56,0
CUST-04059,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.46,1322.29,0
CUST-04060,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.58,212.22,1
CUST-04061,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.98,1551.3,0
CUST-04062,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.31,849.22,1
CUST-04063,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.44,338.28,0
CUST-04064,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.59,384.94,1
CUST-04065,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.93,1172.78,0
CUST-04066,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,60.29,2707.08,1
CUST-04067,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.39,41.31,1
CUST-04068,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.22,40.76,1
CUST-04069,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.84,610.84,0
CUST-04070,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),74.12,1210.56,0
CUST-04071,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),94.28,680.59,0
CUST-04072,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.93,73.38,1
CUST-04073,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.38,494.77,1
CUST-04074,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.34,884.56,0
CUST-04075,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,64.61,123.87,0
CUST-04076,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.01,2694.45,0
CUST-04077,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.0,2009.89,1
CUST-04078,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,102.25,1842.95,1
CUST-04079,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.01,513.24,1
CUST-04080,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.97,3728.94,1
